,Outstanding_Debt,Annual_Income,Monthly_Inhand_Salary,Credit_History_Age,Interest_Rate,Monthly_Balance,Delay_from_due_date,Total_EMI_per_month,Changed_Credit_Limit,Num_of_Loan,Credit_Score
989,1988.02,31633.94,2729.1616666666664,214.0,26.0,380.68157344314704,23.0,73.63276721552037,9.21,5.0,Poor
990,1988.02,31633.94,2729.1616666666664,215.0,26.0,389.1182817297377,23.0,73.63276721552037,9.21,5.0,Poor
991,1988.02,31633.94,2729.1616666666664,216.0,26.0,389.4713828204309,27.0,73.63276721552037,9.21,5.0,Poor
992,1988.02,31633.94,2729.1616666666664,217.0,26.0,360.8158972826133,23.0,73.63276721552037,7.210000000000001,5.0,Poor
993,1988.02,31633.94,2729.1616666666664,218.0,26.0,369.1403784370367,23.0,73.63276721552037,9.21,5.0,Poor
994,164.66,33928.38,2623.365,177.0,8.0,334.8342698754379,28.0,184.0784294407784,18.62,5.0,Standard
995,164.66,33928.38,2548.810683027993,178.0,8.0,331.8064049728074,32.0,184.0784294407784,18.62,5.0,Standard
996,164.66,33928.38,2548.810683027993,179.0,8.0,316.68341870411984,29.0,184.0784294407784,18.62,5.0,Standard
997,164.66,33928.38,2548.810683027993,180.0,8.0,352.59961798777,28.0,184.0784294407784,18.62,5.0,Standard
998,164.66,33928.38,2548.810683027993,181.0,8.0,298.75695798339285,32.0,184.0784294407784,22.62,5.0,Standard
999,164.66,33928.38,2548.810683027993,182.0,8.0,348.64277603360483,28.0,184.0784294407784,18.62,5.0,Poor
1000,164.66,33928.38,2548.810683027993,183.0,8.0,364.7859726119478,28.0,184.0784294407784,18.62,5.0,Poor
1001,922.3,34447.49,2723.6241666666665,362.0,4.0,372.8217924552772,31.0,67.2362357555023,8.71,4.0,Good
1002,922.3,34447.49,2723.6241666666665,363.0,4.0,232.391899419813,26.0,67.2362357555023,8.71,4.0,Good
1003,922.3,34447.49,2723.6241666666665,364.0,4.0,396.34378182800725,26.0,67.2362357555023,8.71,4.0,Good
1004,922.3,34447.49,2723.6241666666665,365.0,4.0,290.5752669054301,26.0,67.2362357555023,6.710000000000001,4.0,Good
1005,922.3,34447.49,2723.6241666666665,366.0,4.0,385.3634582134263,26.0,67.2362357555023,8.71,4.0,Good
1006,922.3,34447.49,2723.6241666666665,367.0,4.0,422.2149749965313,26.0,67.2362357555023,8.71,4.0,Good
1007,922.3,34447.49,2723.6241666666665,368.0,4.0,281.63671341122387,26.0,67.2362357555023,8.71,4.0,Good
1008,922.3,34447.49,2723.6241666666665,369.0,4.0,371.6296587072508,26.0,67.2362357555023,8.71,4.0,Good
1009,293.88,50173.54,4323.128333333333,301.0,11.0,459.70280330824255,19.0,105.30528978798868,5.09,3.0,Standard
1010,293.88,50173.54,4323.128333333333,303.0,11.0,522.0222807309402,19.0,105.30528978798868,5.09,3.0,Standard
1011,293.88,50173.54,4323.128333333333,304.0,11.0,440.9443931137473,19.0,105.30528978798868,5.09,3.0,Poor
1012,293.88,50173.54,4323.128333333333,305.0,11.0,380.2180647598765,14.0,105.30528978798868,5.09,3.0,Poor
1013,293.88,50173.54,4323.128333333333,306.0,11.0,342.49780401644904,19.0,105.30528978798868,5.09,3.0,Poor
1014,293.88,50173.54,4323.128333333333,308.0,11.0,387.1258168263305,19.0,105.30528978798868,4.09,3.0,Poor
1015,983.22,15627.72,1027.31,379.0,15.0,290.6708757386646,30.0,23.615970023304964,4.0600000000000005,3.0,Standard
1016,983.22,15627.72,1027.31,380.0,15.0,290.3786502232153,30.0,23.615970023304964,10.06,3.0,Standard
1017,366.88,97575.9,7850.325,259.0,15.0,502.0364168372937,7.0,152.06027061935222,2.39,2.0,Standard
1018,366.88,97575.9,7850.325,260.0,15.0,570.5998973272629,7.0,152.06027061935222,2.39,2.0,Standard
1019,366.88,97575.9,7850.325,261.0,15.0,751.0498930986671,7.0,152.06027061935222,2.39,2.0,Standard
1020,366.88,97575.9,7850.325,262.0,15.0,765.1851013850404,7.0,152.06027061935222,2.39,2.0,Standard
1021,366.88,97575.9,7850.325,264.0,15.0,780.5559295739087,7.0,152.06027061935222,2.39,2.0,Standard
1022,366.88,97575.9,7850.325,265.0,15.0,422.24774702585023,7.0,152.06027061935222,2.39,2.0,Standard
1023,1265.65,20133.61,1671.8008333333337,154.0,18.0,298.2778833577237,10.0,54.97308367155193,8.1,6.0,Poor
1024,1265.65,20133.61,1671.8008333333337,155.0,18.0,290.18999484684593,12.0,54.97308367155193,8.1,6.0,Poor
1025,1265.65,20133.61,1671.8008333333337,156.0,18.0,199.60783616709804,12.0,54.97308367155193,8.1,6.0,Poor
1026,1265.65,20133.61,1671.8008333333337,157.0,18.0,317.4516858390008,12.0,54.97308367155193,8.1,6.0,Poor
1027,1265.65,20133.61,1671.8008333333337,158.0,18.0,290.9763745832745,12.0,54.97308367155193,8.1,6.0,Poor
1028,1265.65,20133.61,1671.8008333333337,159.0,18.0,312.14290264757824,12.0,54.97308367155193,8.1,6.0,Standard
1029,1265.65,20133.61,1671.8008333333337,160.0,18.0,307.02185000613844,12.0,54.97308367155193,15.1,6.0,Standard
1030,1265.65,20133.61,1671.8008333333337,161.0,18.0,176.90428644108206,12.0,54.97308367155193,8.1,6.0,Standard
1031,1410.49,100914.38999999998,8546.5325,99.0,16.0,506.9174254131455,28.0,242.9660429948069,19.35,5.0,Standard
1032,1410.49,100914.38999999998,8546.5325,100.0,16.0,601.4385148933433,28.0,242.9660429948069,19.35,5.0,Standard
1033,1410.49,100914.38999999998,8546.5325,101.0,16.0,492.50763281582863,28.0,242.9660429948069,23.35,5.0,Standard
1034,1410.49,100914.38999999998,8546.5325,102.0,16.0,788.4462907807574,28.0,242.9660429948069,19.35,5.0,Standard
1035,1410.49,100914.38999999998,8546.5325,104.0,16.0,656.6680956325922,28.0,242.9660429948069,23.35,5.0,Standard
1036,1410.49,100914.38999999998,8546.5325,105.0,16.0,616.3443082104483,28.0,242.9660429948069,19.35,5.0,Standard
1037,1131.45,19590.31,1408.5258333333334,223.0,14.0,278.982823981214,10.0,31.47494933859052,19.24,2.0,Standard
1038,1131.45,19590.31,1408.5258333333334,224.0,14.0,278.5380828286956,10.0,31.47494933859052,19.24,2.0,Standard
1039,1131.45,19590.31,1408.5258333333334,225.0,14.0,335.85243042230115,10.0,31.47494933859052,19.24,2.0,Standard
1040,1131.45,19590.31,1408.5258333333334,226.0,14.0,335.7173111061503,10.0,31.47494933859052,19.24,2.0,Standard
1041,1131.45,19590.31,1408.5258333333334,227.0,14.0,247.2031496595384,10.0,31.47494933859052,19.24,2.0,Standard
1042,1131.45,19590.31,1408.5258333333334,228.0,14.0,296.39218748406495,5.0,31.47494933859052,19.24,2.0,Standard
1043,1131.45,19590.31,1408.5258333333334,229.0,14.0,331.5327658556962,10.0,31.47494933859052,19.24,2.0,Standard
1044,1131.45,19590.31,1408.5258333333334,230.0,14.0,325.6507517579254,10.0,31.47494933859052,18.24,2.0,Standard
1045,393.05,18268.61,1317.3841666666667,303.0,6.0,240.02899781891816,26.0,42.07877620917242,11.05,4.0,Standard
1046,393.05,18268.61,1317.3841666666667,305.0,6.0,265.89094373077603,24.0,42.07877620917242,11.05,4.0,Standard
1047,393.05,18268.61,1317.3841666666667,306.0,6.0,302.7915951613131,24.0,42.07877620917242,11.05,4.0,Good
1048,393.05,18268.61,1317.3841666666667,308.0,6.0,265.7915291329632,24.0,42.07877620917242,9.05,4.0,Good
1049,393.05,18268.61,1317.3841666666667,310.0,6.0,308.8017387723869,24.0,42.07877620917242,11.05,4.0,Standard
1050,1201.14,20138.945,1940.2454166666664,271.0,6.0,296.15965323049704,9.0,23.324354392198234,8.05,2.0,Good
1051,1201.14,20138.945,1940.2454166666664,272.0,6.0,344.89896149610274,9.0,23.324354392198234,4.05,2.0,Good
1052,1201.14,20138.945,1940.2454166666664,273.0,6.0,385.1132854981156,9.0,23.324354392198234,4.05,2.0,Good
1053,1201.14,20138.945,1940.2454166666664,274.0,6.0,336.14912255004094,6.0,23.324354392198234,4.05,2.0,Standard
1054,1201.14,20138.945,1940.2454166666664,275.0,6.0,293.4431612471435,6.0,23.324354392198234,4.05,2.0,Good
1055,1201.14,20138.945,1940.2454166666664,276.0,6.0,376.8632408969136,9.0,23.324354392198234,4.05,2.0,Good
1056,1201.14,20138.945,1940.2454166666664,278.0,6.0,368.51758151604406,9.0,23.324354392198234,4.05,2.0,Good
1057,308.91,42769.78,3756.148333333333,275.0,16.0,474.5608910529073,13.0,106.376612335341,5.58,4.0,Standard
1058,308.91,42769.78,3756.148333333333,276.0,16.0,397.4999472575432,13.0,106.376612335341,7.58,4.0,Standard
1059,308.91,42769.78,3756.148333333333,277.0,16.0,463.5289793138464,13.0,106.376612335341,7.58,4.0,Standard
1060,308.91,42769.78,3549.5603376559643,279.0,16.0,450.5710558596549,13.0,312.9646080127097,7.58,4.0,Good
1061,308.91,42769.78,3549.5603376559643,280.0,16.0,429.8923877315512,14.0,312.9646080127097,7.58,4.0,Good
1062,308.91,42769.78,3549.5603376559643,281.0,16.0,442.1304453767408,13.0,312.9646080127097,7.58,4.0,Good
1063,308.91,42769.78,3549.5603376559643,282.0,16.0,484.8086733917134,10.0,312.9646080127097,7.58,4.0,Good
1064,1123.23,20474.27,1797.1891666666668,207.0,16.0,349.0195921359349,27.0,37.00176231785736,3.99,3.0,Standard
1065,1123.23,20474.27,1797.1891666666668,208.0,16.0,326.72555934041924,30.0,37.00176231785736,2.99,3.0,Standard
1066,1123.23,20474.27,1797.1891666666668,209.0,16.0,355.43857183275014,31.0,37.00176231785736,3.99,3.0,Standard
1067,1123.23,20474.27,1797.1891666666668,210.0,16.0,243.04995190571347,30.0,37.00176231785736,3.99,3.0,Poor
1068,1123.23,20474.27,1797.1891666666668,211.0,16.0,291.7377544240195,30.0,37.00176231785736,3.99,3.0,Poor
1069,1123.23,20474.27,1797.1891666666668,213.0,16.0,302.78759483164976,30.0,37.00176231785736,3.99,3.0,Poor
1070,1123.23,20474.27,1797.1891666666668,214.0,16.0,352.3196367602556,30.0,37.00176231785736,3.99,3.0,Poor
1071,638.12,72140.06999999999,5777.6725,335.0,9.0,689.2596412158853,23.0,52.44882185907356,19.52,1.0,Standard
1072,638.12,72140.06999999999,5777.6725,336.0,9.0,592.0398758804987,23.0,52.44882185907356,19.52,1.0,Standard
1073,638.12,72140.06999999999,5777.6725,337.0,9.0,257.6903611400869,25.0,52.44882185907356,19.52,1.0,Standard
1074,638.12,72140.06999999999,5777.6725,338.0,9.0,510.1967866580275,23.0,52.44882185907356,19.52,1.0,Standard
1075,638.12,72140.06999999999,5777.6725,339.0,9.0,588.1491769478642,23.0,52.44882185907356,19.52,1.0,Standard
1076,638.12,72140.06999999999,5777.6725,341.0,9.0,451.13564812264826,23.0,52.44882185907356,14.52,1.0,Standard
1077,638.12,72140.06999999999,5777.6725,342.0,9.0,601.7833747833445,23.0,52.44882185907356,19.52,1.0,Standard
1078,276.34,11866.345,984.8620833333332,289.0,20.0,271.30451080491514,17.0,8.367989377877612,17.73,1.0,Standard
1079,276.34,11866.345,984.8620833333332,290.0,20.0,329.59778266333706,17.0,8.367989377877612,17.73,1.0,Standard
1080,276.34,11866.345,984.8620833333332,292.0,20.0,317.39521015643663,17.0,8.367989377877612,17.73,1.0,Standard
1081,276.34,11866.345,984.8620833333332,294.0,20.0,277.9833843977692,17.0,8.367989377877612,21.73,1.0,Standard
1082,276.34,11866.345,984.8620833333332,295.0,20.0,260.84524546199907,17.0,8.367989377877612,17.73,1.0,Standard
1083,276.34,11866.345,984.8620833333332,296.0,20.0,273.3748560263938,17.0,8.367989377877612,17.73,1.0,Standard
1084,1394.29,52595.46,4532.955,227.0,28.0,296.65459661397574,41.0,244.39703128523843,8.8,6.0,Poor
1085,1394.29,52595.46,4532.955,228.0,28.0,329.0308413336141,41.0,244.39703128523843,13.8,6.0,Standard
1086,1394.29,52595.46,4532.955,230.0,28.0,295.37999976532933,41.0,244.39703128523843,13.8,6.0,Standard
1087,1394.29,52595.46,4532.955,231.0,28.0,397.9115414221464,41.0,244.39703128523843,20.8,6.0,Poor
1088,1394.29,52595.46,4532.955,232.0,28.0,338.1003315362538,41.0,244.39703128523843,13.8,6.0,Poor
1089,1394.29,52595.46,4532.955,233.0,28.0,345.04245751145754,41.0,244.39703128523843,13.8,6.0,Poor
1090,1029.41,15688.25,1447.354166666667,221.0,12.0,282.4458227524733,5.0,19.371722393152822,10.34,2.0,Standard
1091,1029.41,15688.25,1447.354166666667,223.0,12.0,354.164853939598,7.0,19.371722393152822,9.34,2.0,Standard
1092,1029.41,15688.25,1447.354166666667,224.0,12.0,300.73647064081564,5.0,19.371722393152822,6.34,2.0,Standard
1093,1029.41,15688.25,1447.354166666667,225.0,12.0,286.75565196105134,5.0,19.371722393152822,10.34,2.0,Standard
1094,1029.41,15688.25,1447.354166666667,226.0,12.0,294.05855609116685,4.0,19.371722393152822,10.34,2.0,Standard
1095,1029.41,15688.25,1447.354166666667,227.0,12.0,317.3246087103641,5.0,19.371722393152822,17.34,2.0,Standard
1096,1029.41,15688.25,1447.354166666667,228.0,12.0,356.2338162170718,5.0,19.371722393152822,10.34,2.0,Standard
1097,802.47,97003.11,8101.5925,217.0,5.0,735.401947217507,28.0,164.35585119648348,8.11,4.0,Standard
1098,802.47,97003.11,8101.5925,219.0,5.0,658.2154007149387,28.0,164.35585119648348,6.109999999999999,4.0,Standard
1099,802.47,97003.11,8101.5925,220.0,5.0,732.2064805828951,28.0,164.35585119648348,8.11,4.0,Standard
1100,802.47,97003.11,8101.5925,221.0,5.0,197.04763980155843,28.0,164.35585119648348,8.11,4.0,Standard
1101,802.47,97003.11,8101.5925,222.0,5.0,630.0133041190883,28.0,164.35585119648348,8.11,4.0,Standard
1102,802.47,97003.11,8101.5925,223.0,5.0,491.0965500847389,28.0,164.35585119648348,8.11,4.0,Standard
1103,802.47,97003.11,8101.5925,224.0,5.0,369.6919246785074,28.0,164.35585119648348,8.11,4.0,Standard
1104,1659.15,38491.94,2709.896291897415,161.0,18.0,311.6538148994066,15.0,82.01131524048988,7.31,4.0,Poor
1105,1659.15,38491.94,3098.661666666667,162.0,18.0,254.7917596391416,15.0,82.01131524048988,7.31,4.0,Standard
1106,1659.15,38491.94,3098.661666666667,163.0,18.0,437.5593373879458,15.0,82.01131524048988,11.31,4.0,Poor
1107,1659.15,38491.94,3098.661666666667,164.0,18.0,179.7433420962414,15.0,82.01131524048988,7.31,4.0,Poor
1108,311.45,19934.08,1361.1733333333334,207.0,14.0,295.1163823241326,30.0,24.658223431644696,1.71,2.0,Standard
1109,311.45,19934.08,1361.1733333333334,208.0,14.0,352.10780592014913,27.0,24.658223431644696,1.71,2.0,Standard
1110,311.45,19934.08,1361.1733333333334,209.0,14.0,291.1527755384369,30.0,24.658223431644696,1.71,2.0,Standard
1111,311.45,19934.08,1361.1733333333334,210.0,14.0,338.50851243571515,30.0,24.658223431644696,1.71,2.0,Standard
1112,311.45,19934.08,1361.1733333333334,211.0,14.0,353.47779755780243,30.0,24.658223431644696,1.71,2.0,Standard
1113,311.45,19934.08,1361.1733333333334,212.0,14.0,347.6709022999412,30.0,24.658223431644696,1.71,2.0,Standard
1114,311.45,19934.08,1361.1733333333334,213.0,14.0,300.82359514712533,30.0,24.658223431644696,1.71,2.0,Standard
1115,311.45,19934.08,1361.1733333333334,214.0,14.0,248.7645055570057,31.0,24.658223431644696,1.71,2.0,Standard
1116,1987.21,15081.12,1298.76,200.0,22.0,318.96145119973664,30.0,41.06589354729759,19.08,4.0,Poor
1117,1987.21,15081.12,1298.76,201.0,22.0,332.4406199077654,31.0,41.06589354729759,19.08,4.0,Poor
1118,1987.21,15081.12,1298.76,202.0,22.0,285.7043846531854,26.0,41.06589354729759,19.08,4.0,Standard
1119,1987.21,15081.12,1298.76,204.0,22.0,314.3577648857884,30.0,41.06589354729759,19.08,4.0,Standard
1120,1987.21,15081.12,1298.76,205.0,22.0,294.90379287001406,30.0,41.06589354729759,19.08,4.0,Poor
1121,1987.21,15081.12,1298.76,206.0,22.0,287.2800752334888,30.0,41.06589354729759,19.08,4.0,Poor
1122,313.06,21546.93,1561.5775,220.0,20.0,333.20415961927614,28.0,9.878117784047967,11.41,1.0,Standard
1123,313.06,21546.93,1561.5775,221.0,20.0,365.07040788287657,33.0,9.878117784047967,9.41,1.0,Standard
1124,313.06,21546.93,1561.5775,222.0,20.0,265.2410682922894,31.0,9.878117784047967,11.41,1.0,Standard
1125,313.06,21546.93,1561.5775,223.0,20.0,317.290573822594,28.0,9.878117784047967,11.41,1.0,Standard
1126,313.06,21546.93,1561.5775,225.0,20.0,363.3070648416146,28.0,9.878117784047967,11.41,1.0,Standard
1127,313.06,21546.93,1561.5775,226.0,20.0,378.8223167221969,24.0,9.878117784047967,11.41,1.0,Standard
1128,313.06,21546.93,1561.5775,227.0,20.0,317.0657517696618,28.0,9.878117784047967,11.41,1.0,Standard
1129,1240.11,63856.48,5320.373333333334,143.0,13.0,420.22063440017456,16.0,233.2408418437181,12.05,5.0,Standard
1130,1240.11,63856.48,5320.373333333334,144.0,13.0,486.8871809447791,16.0,233.2408418437181,12.05,5.0,Standard
1131,1240.11,63856.48,5320.373333333334,145.0,13.0,383.96564769712654,16.0,233.2408418437181,12.05,5.0,Standard
1132,1240.11,63856.48,5320.373333333334,146.0,13.0,306.5478846383548,16.0,233.2408418437181,12.05,5.0,Standard
1133,1240.11,63856.48,5320.373333333334,148.0,13.0,415.27755226298063,16.0,233.2408418437181,12.05,5.0,Standard
1134,1240.11,63856.48,5320.373333333334,150.0,13.0,277.35369869407623,16.0,233.2408418437181,12.05,5.0,Standard
1135,497.98,73747.58,6166.631666666667,361.0,7.0,214.44241529348983,28.0,93.21286109736572,16.1,2.0,Standard
1136,497.98,73747.58,6166.631666666667,362.0,7.0,364.97951576394905,28.0,93.21286109736572,15.1,2.0,Standard
1137,497.98,73747.58,6166.631666666667,363.0,7.0,598.5978887731379,28.0,93.21286109736572,15.1,2.0,Standard
1138,497.98,73747.58,6166.631666666667,364.0,7.0,259.9776589394009,33.0,93.21286109736572,15.1,2.0,Good
1139,497.98,73747.58,6166.631666666667,366.0,7.0,623.5893114390977,28.0,93.21286109736572,9.1,2.0,Good
1140,497.98,73747.58,6166.631666666667,367.0,7.0,348.4948984416479,24.0,93.21286109736572,15.1,2.0,Good
1141,497.98,73747.58,6166.631666666667,368.0,7.0,458.5194987032075,28.0,93.21286109736572,15.1,2.0,Standard
1142,1382.82,16564.89,1594.4075,133.0,12.0,295.9846412865257,25.0,75.10256028131691,18.09,6.0,Standard
1143,1382.82,16564.89,1594.4075,134.0,12.0,244.80271757427,25.0,75.10256028131691,18.09,6.0,Standard
1144,1382.82,16564.89,1479.7845649208546,136.0,12.0,276.83208194237875,26.0,189.72549536046267,16.09,6.0,Standard
1145,1382.82,16564.89,1479.7845649208546,137.0,12.0,289.88293782715107,25.0,189.72549536046267,18.09,6.0,Standard
1146,1382.82,16564.89,1479.7845649208546,138.0,12.0,292.72594449533074,25.0,189.72549536046267,18.09,6.0,Standard
1147,1382.82,16564.89,1479.7845649208546,139.0,12.0,249.365005601726,25.0,189.72549536046267,18.09,6.0,Good
1148,1382.82,16564.89,1479.7845649208546,140.0,12.0,307.8424374968204,25.0,189.72549536046267,18.09,6.0,Good
1149,151.33,40514.84,3511.236666666666,212.0,3.0,507.7798279084809,5.0,55.84685586012858,2.64,3.0,Standard
1150,151.33,40514.84,3511.236666666666,214.0,3.0,228.60006834541045,5.0,55.84685586012858,2.64,3.0,Standard
1151,151.33,40514.84,3511.236666666666,219.0,3.0,481.30004939226393,5.0,55.84685586012858,2.64,3.0,Good
1152,373.75,46066.06,3567.838333333333,297.0,8.0,227.8811884867106,29.0,61.159486187225895,16.43,2.0,Standard
1153,373.75,46066.06,3567.838333333333,298.0,8.0,507.6173903105426,27.0,61.159486187225895,16.43,2.0,Standard
1154,373.75,46066.06,3567.838333333333,299.0,8.0,490.79752209263495,30.0,61.159486187225895,16.43,2.0,Standard
1155,373.75,46066.06,3567.838333333333,300.0,8.0,411.20261643371,28.0,61.159486187225895,16.43,2.0,Standard
1156,373.75,46066.06,3567.838333333333,302.0,8.0,475.5996417079415,32.0,61.159486187225895,16.43,2.0,Standard
1157,373.75,46066.06,3567.838333333333,303.0,8.0,400.10581633975664,31.0,61.159486187225895,16.43,2.0,Standard
1158,373.75,46066.06,3567.838333333333,304.0,8.0,484.0633566755375,29.0,61.159486187225895,16.43,2.0,Standard
1159,825.25,82093.52,6574.126666666668,236.0,6.0,368.0850143947306,6.0,188.83381520418385,3.4,4.0,Standard
1160,825.25,82093.52,6574.126666666668,237.0,6.0,538.3394877106236,9.0,188.83381520418385,3.4,4.0,Standard
1161,825.25,82093.52,6574.126666666668,238.0,6.0,618.7868012032285,5.0,188.83381520418385,3.4,4.0,Standard
1162,825.25,82093.52,6574.126666666668,239.0,6.0,660.1420708866134,5.0,188.83381520418385,3.4,4.0,Standard
1163,825.25,82093.52,6574.126666666668,243.0,6.0,532.9988249553345,6.0,188.83381520418385,3.4,4.0,Standard
1164,960.38,30783.88,2722.3233333333333,128.0,16.0,377.7000248672784,12.0,35.788055419196205,18.73,2.0,Standard
1165,960.38,30783.88,2722.3233333333333,129.0,16.0,448.11735584484296,15.0,35.788055419196205,13.73,2.0,Standard
1166,960.38,30783.88,2722.3233333333333,130.0,16.0,282.4605554044297,12.0,35.788055419196205,18.73,2.0,Standard
1167,960.38,30783.88,2722.3233333333333,131.0,16.0,458.103037712282,12.0,35.788055419196205,18.73,2.0,Standard
1168,960.38,30783.88,2722.3233333333333,132.0,16.0,415.9387993022089,14.0,35.788055419196205,18.73,2.0,Standard
1169,960.38,30783.88,2722.3233333333333,133.0,16.0,380.7057773537831,15.0,35.788055419196205,18.73,2.0,Standard
1170,960.38,30783.88,2722.3233333333333,134.0,16.0,426.7960376898096,12.0,35.788055419196205,18.73,2.0,Standard
1171,960.38,30783.88,2722.3233333333333,135.0,16.0,445.3934431167869,12.0,35.788055419196205,15.73,2.0,Standard
1172,851.4,35205.24,3025.77,206.0,6.0,226.7835670638697,8.0,23.235429820252303,11.85,1.0,Standard
1173,851.4,35205.24,3025.77,207.0,6.0,331.7224397312065,8.0,23.235429820252303,4.85,1.0,Standard
1174,851.4,35205.24,3025.77,208.0,6.0,395.4910779506652,8.0,23.235429820252303,1.85,1.0,Standard
1175,851.4,35205.24,3025.77,209.0,6.0,456.8839311230265,8.0,23.235429820252303,4.85,1.0,Standard
1176,851.4,35205.24,3025.77,210.0,6.0,441.5468706070926,8.0,23.235429820252303,4.85,1.0,Standard
1177,851.4,35205.24,3025.77,211.0,6.0,332.03428038814684,8.0,23.235429820252303,4.85,1.0,Standard
1178,851.4,35205.24,3025.77,212.0,6.0,387.73348038491446,13.0,23.235429820252303,8.85,1.0,Standard
1179,1485.97,20821.8,2010.15,321.0,9.0,242.5757749251817,30.0,21.18969696367004,6.23,2.0,Poor
1180,1485.97,20821.8,2010.15,322.0,9.0,259.84640278626364,30.0,21.18969696367004,6.23,2.0,Poor
1181,1485.97,20821.8,2010.15,323.0,9.0,383.82566221916846,30.0,21.18969696367004,3.2300000000000004,2.0,Poor
1182,1485.97,20821.8,2010.15,324.0,9.0,350.84760385544433,30.0,21.18969696367004,6.23,2.0,Poor
1183,1485.97,20821.8,2010.15,326.0,9.0,351.1661979514727,34.0,21.18969696367004,6.23,2.0,Poor
1184,1485.97,20821.8,2010.15,327.0,9.0,345.18680763630334,28.0,21.18969696367004,2.2300000000000004,2.0,Poor
1185,1485.97,20821.8,2010.15,328.0,9.0,247.8316095752052,30.0,21.18969696367004,2.2300000000000004,2.0,Poor
1186,1197.02,48212.8,3877.7333333333336,211.0,18.0,465.9796794721465,10.0,109.73638018522328,8.49,4.0,Standard
1187,1197.02,48212.8,3877.7333333333336,212.0,18.0,465.104641529624,10.0,109.73638018522328,15.49,4.0,Standard
1188,1197.02,48212.8,3877.7333333333336,213.0,18.0,351.2220189840773,14.0,109.73638018522328,8.49,4.0,Standard
1189,1197.02,48212.8,3877.7333333333336,214.0,18.0,296.6053940219344,10.0,109.73638018522328,14.49,4.0,Standard
1190,1197.02,48212.8,3877.7333333333336,215.0,18.0,455.4412605194794,10.0,109.73638018522328,13.49,4.0,Standard
1191,1197.02,48212.8,3877.7333333333336,216.0,18.0,478.380920324008,10.0,109.73638018522328,8.49,4.0,Standard
1192,1197.02,48212.8,3877.7333333333336,217.0,18.0,355.1180381618293,15.0,109.73638018522328,8.49,4.0,Standard
1193,1197.02,48212.8,3877.7333333333336,218.0,18.0,370.62041487444384,10.0,109.73638018522328,8.49,4.0,Standard
1194,1653.18,59304.08,4694.006666666667,200.0,25.0,318.5651650366973,51.0,276.25584235056067,11.67,7.0,Poor
1195,1340.92,58865.88,4622.49,240.0,25.0,309.3111734353305,31.0,216.34542182867497,19.67,6.0,Standard
1196,1340.92,58865.88,4622.49,241.0,25.0,408.3545661170829,31.0,216.34542182867497,19.67,6.0,Poor
1197,1340.92,58865.88,4622.49,242.0,25.0,428.696527731504,29.0,216.34542182867497,19.67,6.0,Poor
1198,1340.92,58865.88,4622.49,243.0,25.0,340.0068638724505,31.0,216.34542182867497,13.670000000000002,6.0,Poor
1199,1340.92,58865.88,4544.158915934176,244.0,25.0,357.2823920744348,34.0,294.67650589449903,19.67,6.0,Poor
1200,1340.92,58865.88,4544.158915934176,245.0,25.0,370.6315497130414,34.0,294.67650589449903,19.67,6.0,Standard
1201,1340.92,58865.88,4544.158915934176,246.0,25.0,389.26840861590864,31.0,294.67650589449903,15.670000000000002,6.0,Standard
1202,1509.72,46092.27,4134.022500000001,158.0,27.0,502.0401581840808,18.0,114.31067068490866,4.92,4.0,Poor
1203,1509.72,46092.27,4134.022500000001,159.0,27.0,458.2757646208326,18.0,114.31067068490866,4.92,4.0,Poor
1204,1509.72,46092.27,4134.022500000001,160.0,27.0,461.6966286756929,18.0,114.31067068490866,7.92,4.0,Poor
1205,1509.72,46092.27,4134.022500000001,161.0,27.0,418.90232436388544,14.0,114.31067068490866,4.92,4.0,Poor
1206,1509.72,46092.27,4134.022500000001,163.0,27.0,485.5085495092285,18.0,114.31067068490866,4.92,4.0,Poor
1207,1509.72,46092.27,4134.022500000001,165.0,27.0,379.90109642877405,23.0,114.31067068490866,4.92,4.0,Poor
1208,779.69,29344.53,2562.3775,143.0,10.0,330.6161060038916,18.0,24.67538996984155,8.19,2.0,Standard
1209,779.69,29344.53,2562.3775,144.0,10.0,275.58713692936817,19.0,24.67538996984155,8.19,2.0,Standard
1210,779.69,29344.53,2562.3775,145.0,10.0,410.5395572328624,20.0,24.67538996984155,8.19,2.0,Standard
1211,779.69,29344.53,2562.3775,146.0,10.0,418.8476494720248,18.0,24.67538996984155,8.19,2.0,Good
1212,779.69,29344.53,2562.3775,147.0,10.0,341.18910112840666,18.0,24.67538996984155,8.19,2.0,Standard
1213,779.69,29344.53,2562.3775,148.0,10.0,397.3866147991517,18.0,24.67538996984155,8.19,2.0,Standard
1214,779.69,29344.53,2562.3775,149.0,10.0,216.544363752664,18.0,24.67538996984155,8.19,2.0,Good
1215,779.69,29344.53,2562.3775,150.0,10.0,395.5224269343918,18.0,24.67538996984155,8.19,2.0,Good
1216,518.69,29143.88,2257.6566666666668,185.0,14.0,292.06006422954295,7.0,45.60702454682328,8.09,3.0,Standard
1217,518.69,29143.88,2257.6566666666668,186.0,14.0,301.8075840024427,10.0,45.60702454682328,8.09,3.0,Standard
1218,518.69,29143.88,2257.6566666666668,187.0,14.0,337.76107775973173,10.0,45.60702454682328,3.09,3.0,Standard
1219,518.69,29143.88,2257.6566666666668,188.0,14.0,324.0010765794081,10.0,45.60702454682328,8.09,3.0,Standard
